,index,id,lat,lon
1315,2123,89089969d13ffff,60.19441697992447,24.791802143080922
1316,2125,89089969d1bffff,60.19203170870847,24.794720063118238
1317,2126,89089969d1bffff,60.19203170870847,24.794720063118238
1318,2127,89089969d23ffff,60.200500745540324,24.806504397566552
1319,2128,89089969d23ffff,60.200500745540324,24.806504397566552
1320,2130,89089969d23ffff,60.200500745540324,24.806504397566552
1321,2131,89089969d23ffff,60.200500745540324,24.806504397566552
1322,2132,89089969d23ffff,60.200500745540324,24.806504397566552
1323,2133,89089969d23ffff,60.200500745540324,24.806504397566552
1324,2134,89089969d33ffff,60.20017260128781,24.801369081298187
1325,2135,89089969d33ffff,60.20017260128781,24.801369081298187
1326,2136,89089969d33ffff,60.20017260128781,24.801369081298187
1327,2137,89089969d33ffff,60.20017260128781,24.801369081298187
1328,2138,89089969d33ffff,60.20017260128781,24.801369081298187
1329,2140,89089969d33ffff,60.20017260128781,24.801369081298187
1330,2141,89089969d33ffff,60.20017260128781,24.801369081298187
1331,2142,89089969d33ffff,60.20017260128781,24.801369081298187
1332,2143,89089969d37ffff,60.20288624776873,24.803586227091074
1333,2144,89089969d37ffff,60.20288624776873,24.803586227091074
1334,2145,89089969d37ffff,60.20288624776873,24.803586227091074
1335,2146,89089969d37ffff,60.20288624776873,24.803586227091074
1336,2147,89089969d37ffff,60.20288624776873,24.803586227091074
1337,2148,89089969d37ffff,60.20288624776873,24.803586227091074
1338,2150,89089969d37ffff,60.20288624776873,24.803586227091074
1339,2151,89089969d37ffff,60.20288624776873,24.803586227091074
1340,2152,89089969d37ffff,60.20288624776873,24.803586227091074
1341,2153,89089969d37ffff,60.20288624776873,24.803586227091074
1342,2154,89089969d37ffff,60.20288624776873,24.803586227091074
1343,2155,89089969d43ffff,60.18726072332166,24.800554937684744
1344,2157,89089969d43ffff,60.18726072332166,24.800554937684744
1345,2158,89089969d43ffff,60.18726072332166,24.800554937684744
1346,2159,89089969d43ffff,60.18726072332166,24.800554937684744
1347,2160,89089969d43ffff,60.18726072332166,24.800554937684744
1348,2161,89089969d43ffff,60.18726072332166,24.800554937684744
1349,2165,89089969d53ffff,60.18693269552425,24.795421984884484
1350,2166,89089969d57ffff,60.18964628983562,24.797637661306787
1351,2167,89089969d57ffff,60.18964628983562,24.797637661306787
1352,2168,89089969d57ffff,60.18964628983562,24.797637661306787
1353,2170,89089969d5bffff,60.18454714986522,24.79833911823489
1354,2173,89089969d73ffff,60.19268789382824,24.8049877855341
1355,2174,89089969d9bffff,60.193759731974104,24.781535532684156
1356,2178,89089969dafffff,60.20255793498968,24.79845073186865
1357,2179,89089969dafffff,60.20255793498968,24.79845073186865
1358,2180,89089969dafffff,60.20255793498968,24.79845073186865
1359,2181,89089969dafffff,60.20255793498968,24.79845073186865
1360,2183,89089969db7ffff,60.20461445812559,24.790396753824638
