,id,lat,lon
70,89089968107ffff,60.21184261,24.74277628
71,89089968107ffff,60.21184261,24.74277628
72,89089968107ffff,60.21184261,24.74277628
73,89089968107ffff,60.21184261,24.74277628
74,89089968107ffff,60.21184261,24.74277628
75,89089968107ffff,60.21184261,24.74277628
76,89089968107ffff,60.21184261,24.74277628
77,89089968107ffff,60.21184261,24.74277628
78,89089968107ffff,60.21184261,24.74277628
79,89089968107ffff,60.21184261,24.74277628
80,89089968117ffff,60.21151182,24.73764321
81,89089968117ffff,60.21151182,24.73764321
82,89089968117ffff,60.21151182,24.73764321
83,89089968117ffff,60.21151182,24.73764321
84,89089968117ffff,60.21151182,24.73764321
85,8908996811bffff,60.20641489,24.73835367
86,8908996811bffff,60.20641489,24.73835367
87,89089968123ffff,60.21488708,24.75012219
88,89089968123ffff,60.21488708,24.75012219
89,89089968123ffff,60.21488708,24.75012219
90,89089968123ffff,60.21488708,24.75012219
91,89089968123ffff,60.21488708,24.75012219
92,89089968123ffff,60.21488708,24.75012219
93,89089968153ffff,60.20131785,24.73906392
94,89089968167ffff,60.21012006,24.75596457
95,89089968167ffff,60.21012006,24.75596457
96,89089968167ffff,60.21012006,24.75596457
97,89089968167ffff,60.21012006,24.75596457
98,89089968167ffff,60.21012006,24.75596457
99,89089968167ffff,60.21012006,24.75596457
100,89089968167ffff,60.21012006,24.75596457
101,89089968167ffff,60.21012006,24.75596457
102,89089968183ffff,60.2108497,24.72737816
103,89089968187ffff,60.21356362,24.72958843
104,89089968187ffff,60.21356362,24.72958843
105,89089968187ffff,60.21356362,24.72958843
106,89089968187ffff,60.21356362,24.72958843
107,8908996818bffff,60.20846696,24.73030008
108,8908996818bffff,60.20846696,24.73030008
109,8908996818bffff,60.20846696,24.73030008
110,8908996818bffff,60.20846696,24.73030008
111,8908996818bffff,60.20846696,24.73030008
112,89089968193ffff,60.21051837,24.72224619
113,89089968197ffff,60.2132323,24.72445591
114,89089968197ffff,60.2132323,24.72445591
115,89089968197ffff,60.2132323,24.72445591
116,89089968197ffff,60.2132323,24.72445591
117,89089968197ffff,60.2132323,24.72445591
118,8908996819bffff,60.2081358,24.72516829
119,8908996819bffff,60.2081358,24.72516829
120,8908996819bffff,60.2081358,24.72516829
121,8908996819bffff,60.2081358,24.72516829
122,8908996819bffff,60.2081358,24.72516829
123,8908996819bffff,60.2081358,24.72516829
124,8908996819bffff,60.2081358,24.72516829
125,8908996819bffff,60.2081358,24.72516829
126,8908996819bffff,60.2081358,24.72516829
127,8908996819bffff,60.2081358,24.72516829
128,8908996819bffff,60.2081358,24.72516829
129,8908996819bffff,60.2081358,24.72516829
130,8908996819bffff,60.2081358,24.72516829
131,8908996819bffff,60.2081358,24.72516829
132,8908996819bffff,60.2081358,24.72516829
133,8908996819bffff,60.2081358,24.72516829
134,890899681a3ffff,60.21660866,24.73693254
135,890899681a3ffff,60.21660866,24.73693254
136,890899681a3ffff,60.21660866,24.73693254
137,890899681a3ffff,60.21660866,24.73693254
138,890899681a3ffff,60.21660866,24.73693254
139,890899681a3ffff,60.21660866,24.73693254
140,890899681a3ffff,60.21660866,24.73693254
141,890899681a3ffff,60.21660866,24.73693254
142,890899681a3ffff,60.21660866,24.73693254
143,890899681a3ffff,60.21660866,24.73693254
144,890899681bbffff,60.21389475,24.73472132
145,890899681bbffff,60.21389475,24.73472132
146,890899681bbffff,60.21389475,24.73472132
147,890899681bbffff,60.21389475,24.73472132
148,890899681bbffff,60.21389475,24.73472132
149,890899681bbffff,60.21389475,24.73472132
150,890899681bbffff,60.21389475,24.73472132
151,890899681c7ffff,60.20608407,24.73322168
152,890899681c7ffff,60.20608407,24.73322168
153,890899681c7ffff,60.20608407,24.73322168
154,890899681c7ffff,60.20608407,24.73322168
155,890899681cfffff,60.20370104,24.73614296
156,890899681d7ffff,60.20575308,24.72809006
157,890899681d7ffff,60.20575308,24.72809006
