,id,lat,lon,nearest_osm_node
0,89089961267ffff,60.23880366998905,24.643168607702737,2064621351
1,89089968003ffff,60.19013190739788,24.725095460617784,11055001431
2,8908996800fffff,60.190462615239056,24.73022453728453,11055001431
3,8908996801bffff,60.18741810583779,24.72288716634229,11055001431
4,89089968063ffff,60.18840972401843,24.73827386310552,11055001431
5,8908996806bffff,60.18602615826031,24.741193422691342,11055001431
6,8908996807bffff,60.18569596830444,24.73606433374246,11055001431
7,89089968083ffff,60.191852545418506,24.71191749761849,11055001431
8,89089968097ffff,60.194234994246,24.708996262365854,11055001431
9,890899680a3ffff,60.19761147765798,24.72146243001806,2064621351
10,890899680bbffff,60.194897626545455,24.71925402209436,2064621351
11,89089968103ffff,60.20912874560851,24.740564773480266,2064621351
12,89089968107ffff,60.211842611808585,24.742776284117408,2064621351
13,89089968117ffff,60.21151182390172,24.73764320722963,2064621351
14,8908996811bffff,60.2064148874009,24.73835366524941,2064621351
15,89089968123ffff,60.21488707990184,24.75012218891945,2064621351
16,89089968153ffff,60.20131785250617,24.739063915714773,2064621351
17,89089968167ffff,60.21012006006767,24.75596457422592,2064621351
18,89089968183ffff,60.21084970454274,24.72737815841573,2064621351
19,89089968187ffff,60.21356361676465,24.729588432273864,2064621351
20,8908996818bffff,60.20846696324476,24.730300080710123,2064621351
21,89089968193ffff,60.21051837316538,24.72224618657501,2064621351
22,89089968197ffff,60.21323229800717,24.72445591407813,2064621351
23,8908996819bffff,60.2081358003576,24.72516828677141,2064621351
24,890899681a3ffff,60.2166086619284,24.73693254156468,2064621351
25,890899681bbffff,60.2138947543702,24.73472131889856,2064621351
26,890899681c7ffff,60.20608407412889,24.73322168099943,2064621351
27,890899681cfffff,60.2037010372108,24.73614295932162,2064621351
28,890899681d7ffff,60.20575307972756,24.728090064981306,2064621351
29,89089968207ffff,60.176160902226655,24.74774006789813,3554921839
30,8908996820fffff,60.1737767665886,24.75065819775012,3554921839
31,89089968217ffff,60.17583120493031,24.74261205789881,3554921839
32,8908996821bffff,60.17073358135618,24.743321064941014,3554921839
33,89089968227ffff,60.18191774664879,24.7572901461876,11055001431
34,89089968253ffff,60.16563585994953,24.74402986506278,3554921839
35,8908996825bffff,60.163251639099336,24.746947243058944,3554921839
36,8908996826bffff,60.16933706351006,24.761621336916235,3554921839
37,89089968273ffff,60.17139248333445,24.75357600620333,3554921839
38,89089968277ffff,60.17410611443251,24.7557863972714,3554921839
39,8908996827bffff,60.16900805247992,24.75649349329566,3554921839
40,89089968283ffff,60.1751712673702,24.732357140404517,3554921839
41,89089968287ffff,60.177884977817484,24.734565608529024,3554921839
42,89089968293ffff,60.174841027180925,24.72723023299471,3554921839
43,89089968297ffff,60.17755475015197,24.72943815588193,3554921839
44,8908996829bffff,60.1724575651481,24.730149073739867,3554921839
45,890899682a3ffff,60.18092873059181,24.74190284384574,11055001431
46,890899682a7ffff,60.18364244481212,24.74411266066991,11055001431
47,890899682b7ffff,60.183312423287504,24.73898374956947,11055001431
48,890899682bbffff,60.17821502452357,24.7396934287857,3554921839
49,890899682c3ffff,60.16769019819671,24.7359857912942,3554921839
50,890899682c7ffff,60.17040385888724,24.7381941453442,3554921839
51,890899682cbffff,60.16530629330952,24.73890366817919,3554921839
52,890899682d3ffff,60.167360282271545,24.73085978412717,3554921839
